"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","pubmed-id","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-acr","fund-no","fund-sponsor","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","authkeywords","prism:issn","pii","prism:pageRange"
"true","https://api.elsevier.com/content/abstract/scopus_id/85183349120","SCOPUS_ID:85183349120","2-s2.0-85183349120","Participatory Budgeting and Placemaking: Concepts, Methods, and Practices","Costa C.S.","Urban Planning","21837635","9",NA,"2024-01-01","2024","10.17645/up.7162","Participatory budgeting has arisen as an interesting form of citizen participation in urban development and, thus, as a new way of exercising placemaking and grassroots democracy. In this article, we provide an analysis of projects in Lisbon (Portugal), Valencia (Spain), and Warsaw (Poland) with a focus on three key projects concerned with improving the public realm and their contribution to enhancing the network of public open spaces. Our guiding question is: What are the potential benefits of participatory budgeting to increase green spaces and urban governance? A comparison of the three cities’ participatory budgeting programmes provides an overview of their social and political goals and the contents that provide opportunities for citizens’ participation in decision‐making. The cases of Jardim do Caracol da Penha (Lisbon), the Green Street Świętokrzyska (Warsaw), and the Green Plan for the Poblats Marítims District (Valencia) pave the way for a discussion on engagement, empowerment, and connectivity with the local communities through public spaces. Using participatory budgeting as a planning and political instrument at the municipal level, as the three cases show, can be a useful way to enhance and enrich the communities’ engagement with their environments. One aspect that emerged is the communication strategies implemented in the three cases. The analysis shows that the use of media and social networks to disseminate information and gather supporters for their ideas and this growth in political influence seems to be essential for participatory budgeting. The study is backed by desk work (comprehensive understanding of the local programmes) and field work to better identify the changes in loco.","0",NA,"Journal","ar","Article","100","3","3","7162","21100856191","COST","CA18204","European Cooperation in Science and Technology","1","TRUE","all","All Open Access","101","citizen participation | community engagement | participatory budgeting | placemaking | Poland | Portugal | public realm | Spain",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183347341","SCOPUS_ID:85183347341","2-s2.0-85183347341","Governing Urban Food Systems in Secondary Cities: Contestations and Struggles from Chitungwiza, Zimbabwe","Mugumbate H.","Local and Urban Governance","25245457","Part F2103",NA,"2024-01-01","2024","10.1007/978-3-031-49857-2_10","Food is a critical basic human need affecting different urban life facets. Its contribution to urban health cannot be understated, especially considering food quality. Food access is also a measure of poverty levels, and this is a critical indicator that relates to sustainable development goal (SDG) 1. Overall, the availability of food in cities is vital and links to SDG 11, which focuses on the livability of human settlements. However, planners seem to pay little attention to food systems in cities, despite their importance. The chapter examines how urban governance in secondary cities relates to food systems. Using Chitungwiza, Zimbabwe, as a case study, we analyze how urban governance in this secondary city impacts food systems. This analysis focused on the interrogation of the governance of food production systems, which include urban agriculture within and on the edges of Chitungwiza. This interrogation is especially important considering how residential development in Chitungwiza has been encroaching into the communal lands on the periphery of the city. These areas, such as Seke, have been vibrant hubs of horticultural production. A qualitative approach guides this chapter, where mapping, surveys, and interviews have been triangulated with secondary data sources to enhance our findings.","0",NA,"Book Series","ch","Book Chapter","100","3","3",NA,"21101156902",NA,"undefined",NA,"0","FALSE",NA,NA,"102","Chitungwiza | Food desert | Foodscapes | Urban governance","25245449",NA,"197-214"
"true","https://api.elsevier.com/content/abstract/scopus_id/85183214339","SCOPUS_ID:85183214339","2-s2.0-85183214339","The State of Research on Emerging Information and Communication Technologies for Sustainable Development","Januszewski A.","Adoption of Emerging Information and Communication Technology for Sustainability",NA,NA,NA,"2024-01-01","1 January 2024","10.1201/9781003316572-3","Researchers have increasingly become interested in emerging Information and Communication Technologies (ICT) and their applications for sustainable development (SD). This is evidenced by the huge number of publications contained in reputable databases such as Web of Science (WoS) or Scopus. This chapter describes the study results focusing on recognizing the state of research on the emerging ICT for sustainability. More than 9,000 articles from the WoS database concerning ICT were subject to bibliometric analysis in the context of their role and applications in various sustainability areas. The most important results of the study arising from keywords analysis showed that: a) smart cities, green IT, and environmental or ecological sustainability were definitely the most frequently studied areas of emerging ICT; b) the issues related to corporations, tourism, supply chain, agriculture, finance or reporting, economic sustainability, and sustainable urban development were examined relatively often; and c) big data, Internet of Things, cloud computing, artificial intelligence, and blockchain belong to the most important ICT applied for SD. The main benefit of the study is providing a holistic view of the research on emerging ICT for sustainability.","0",NA,"Book","ch","Book Chapter","100","2","2",NA,"21101197508",NA,"undefined",NA,"0","FALSE",NA,NA,"103",NA,NA,NA,"27-49"
"true","https://api.elsevier.com/content/abstract/scopus_id/85183195548","SCOPUS_ID:85183195548","2-s2.0-85183195548","The Impact of Governance Structures on the Distribution of Land Consolidation Benefits in Urban Areas: Case Studies in Ningbo, China","Lu W.","Land","2073445X","13","1","2024-01-01","January 2024","10.3390/land13010046","Against the backdrop of an urban-rural dual structure, governance structure significantly influences the fairness and sharing of land value increment profits from land consolidation in various regions. This paper develops a spatial-institutional analytical framework, reflects on the traditional government-led land quota planning management mechanism and advocates optimizing governance structures in land consolidation to facilitate urban-rural element flows and the sharing of land value increment profits. This paper selects two comprehensive land consolidation cases in the Fenghua District and Cixi City of Ningbo, representing government-led and village collective self-organized governance structures. The research shows that the Fenghua case adopts a government-led state-owned enterprise coordinated governance structure, which state-owned enterprises bear operational risks and the majority of profit sharing, while village collectives, as landowners, are insufficiently protected in benefit sharing. The Cixi case employs a government-embedded village-town governance structure, with the village collectives as the main operating body, allowing collective construction land to enter the market to ensure the sharing of community profits. Both governance structures promote the bidirectional flow of urban-rural land resource elements; the former significantly drives urban development, while the latter ensures better benefit sharing for village collectives. The research proposes that optimizing governance structures and improving land quota allocation mechanisms can further stimulate various entities’ participation in land consolidation and land value activation.","0",NA,"Journal","ar","Article","100","5","5","46","21100811521","NSFC","72074143","National Natural Science Foundation of China","1","TRUE","all","All Open Access","104","government-led model | land consolidation | Ningbo | profit distribution | village collective self-organization model",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183175267","SCOPUS_ID:85183175267","2-s2.0-85183175267","Regional Ecological Security Assessment Based on the Pressure–State–Response Framework: The Demonstration Zone of Yangtze River Delta as an Example","Ren E.","Land","2073445X","13","1","2024-01-01","January 2024","10.3390/land13010096","Ecological security is related to human well-being, is closely linked to a region’s sustainable development, and is an essential cornerstone of any national security system. The Demonstration Zone of Green and Integrated Ecological Development (DZGIED) of the Yangtze River Delta is a critical point in implementing the integrated development strategy of the Yangtze River Delta. This paper used the Pressure–State–Response (PSR) framework to evaluate the regional ecological security (RES) in the DZGIED based on multi-source remote sensing and GIS data. And the analysis was conducted from the overall and administrative division perspective. The results show that (1) from 2000 to 2020, the ecological security of the DZGIED shows a slight decline overall. The RES decreased from 0.60 to 0.53. The RES level is kept above the critical security level and needs further improvement. (2) Significant differences in the RES across townships, with more pronounced changes in extreme values. The ecological security status of more than 80% of the townships shows solid positive spatial correlations. The ecological security of the DZGIED is more critical to the central area. (3) Human disturbance is the most important factor causing the decline in ecological security and the impact of environmental safety on the central area is more enormous. (4) The ecological security state of the DZGIED shows an improving trend, but it is still necessary to promote the construction of various demonstration projects. This paper aims to ensure the sustainable development of the DZGIED in the future and to provide guidance for policy formulation on ecological safety in the DZGIED from the perspective of administrative divisions. It also provides a reference for small-scale regional ecological safety evaluation studies such as townships.","0",NA,"Journal","ar","Article","100","6","6","96","21100811521",NA,"undefined",NA,"1","TRUE","all","All Open Access","105","PSR framework | regional ecological security | sustainable development | the demonstration zone of green and integrated ecological development of the Yangtze River Delta",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183090070","SCOPUS_ID:85183090070","2-s2.0-85183090070","The Emergence of Artificial Intelligence in Anticipatory Urban Governance: Multi-Scalar Evidence of China’s Transition to City Brains","Xu Y.","Journal of Urban Technology","14661853",NA,NA,"2024-01-01","2024","10.1080/10630732.2023.2292823","While smart city initiatives have characterized global urbanization from the 1990s to the 2020s, nowadays a novel artificial intelligence (AI) enabled approach to urban governance is rapidly emerging, thereby shaping the governance and planning of present and future cities. This urban phenomenon can be understood theoretically through the notion of anticipatory governance, and empirically through so-called City Brain systems. This is particularly evident in China where a wide range of urban AI solutions are being experimented at different scales which this paper seeks to illustrate. First, by building a database of AI-urban policy texts associated with Chinese cities, we capture and discuss the national network of discourses surrounding urban AI. Second, we draw on empirical research conducted in Beijing to examine an existing city brain project and explain its impact on urban governance. Our study reveals the multi-scalar policy landscape of urban AI transitions in China and sheds light on the extent to which emerging AI technologies such as city brains can proactively address urban problems, thus developing an understanding of anticipatory governance in the age of urban AI. We conclude the paper by reflecting on the complex corporate-state relations embedded in the co-production of city brains, their diffusion and impact beyond China.","0",NA,"Journal","ar","Article","100","5","5",NA,"13312","NSFC","72104178","National Natural Science Foundation of China","0","FALSE",NA,NA,"106","anticipatory governance | artificial intelligence (AI) | China | city brain | urban AI transition","10630732",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183043766","SCOPUS_ID:85183043766","2-s2.0-85183043766","Russia's Security Perceptions and Arctic Governance","Borozna A.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7313","Russia’s war in Ukraine further strained Russia’s relations with the West and negatively influenced Arctic regional governance, especially after seven members of the Arctic Council paused cooperation with Russia. The rationale of the suspension was to express disapproval by seven Arctic states of Russia’s aggression in Ukraine. However, the suspension of cooperation with Russia within the Arctic Council format prompted some observers to question the relevance and utility of the institution. Russia never expressed its wish to leave the Council and continues to express its desire for multilateral cooperation in the region. This raises the question: Can Russia’s assertive stance in Ukraine coexist with peaceful cooperation in the Arctic? In order to answer this question, this article addresses the following questions: How does the geopolitical tension shape Russia’s approach to Arctic governance? And what is the role of military and economic security in Russia’s Arctic policy? The article uses a comparative method combined with discourse analysis to establish a change in Russia’s view on Arctic governance before and after the war in Ukraine.","1",NA,"Journal","ar","Article","100","1","1","7313","21100427853",NA,"undefined",NA,"1","TRUE","all","All Open Access","107","Arctic Council | Arctic governance | economic security | militarization | military security | Northern Sea Route | Russia | security | threat perception",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183040047","SCOPUS_ID:85183040047","2-s2.0-85183040047","Costly Signaling and China's Strategic Engagement in Arctic Regional Governance","Wang Y.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7222","In recent years, China has become an increasingly important actor in Arctic regional governance. While Beijing consistently frames its engagement in the region as a strategy of mutually‐beneficial cooperation, some Arctic countries have raised significant concerns about its growing economic presence, warning that China may leverage its geopolitical influence to change the existing norms and rules in the polar region. Facing the mounting “China threat” skepticism, what are Beijing’s coping strategies to belie concerns? Based on a review of the existing research and government documents, particularly Chinese‐language scholarly works and official reports, this article specifically identifies two types of costly signaling approaches employed by China to reduce Arctic countries’ distrust. First, China has started to curtail its Arctic investment in oil, gas, and mining while engaging more in sectors that chime well with Western societies’ global environmental values, including clean and renewable energy, ecological research that addresses further climatic change associated with global warming, and other environmentally sustainable industries. Second, Beijing has increasingly involved in regional international organizations, such as the Arctic Council, to signal its willingness to exercise state power under institutional constraints. These approaches aim to send a series of costly signals to conventional Arctic states, reassuring them that China is not a revisionist power that pursues hegemony in the region. Taken together, our findings have both scholarly and policymaking implications to understand China’s participation in Arctic regional governance.","1",NA,"Journal","ar","Article","100","2","2","7222","21100427853",NA,"undefined",NA,"1","TRUE","all","All Open Access","108","Arctic governance | Chinese diplomacy | costly signaling | global environmental values | sustainable development",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85183021351","SCOPUS_ID:85183021351","2-s2.0-85183021351","Exploring resource-wise stakeholder engagements for low-income housing development in urban Punjab, Pakistan","Malik S.","Journal of Urban Management","25890360",NA,NA,"2024-01-01","2024","10.1016/j.jum.2024.01.002","The main phases of any housing project are planning, design, execution, regulation, and use. All the stakeholders involved in each phase can impact the project's status and progress. The study has explored the dynamics of acquiring five fundamental housing resources, i.e., physical, financial, construction capital, intellectual, and policy. The paper responds to the lack of research on resource acquisition and the patterns of stakeholder engagements, particularly in South Asian countries. The study provides the stakeholder model in the case of Pakistan as an interesting study of relationships between resource-acquiring patterns and engagement mechanisms that can be applied to other geographical contributions. Drawing on qualitative analysis from in-depth interviews with prime stakeholders, this paper concludes by highlighting policy resources as the focal point of resource-wise stakeholder engagement in low-income housing development. This paper highlights the complexities associated with amalgamated engagements with limited transparency on the patterns of resource acquisition for better navigating the provision of low-income housing in developing countries urbanizing at alarming rates.","0",NA,"Journal","ar","Article","100","1","1",NA,"21100907127",NA,"undefined",NA,"1","TRUE","all","All Open Access","109","Architecture | Construction capital | Finance | Housing | Land | Low-income | Pakistan | Policy | Punjab | Resources | Stakeholder engagements","22265856","S2226585624000025",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182994952","SCOPUS_ID:85182994952","2-s2.0-85182994952","Governing Arctic Seals: A Longitudinal Analysis of News and Policy Discourse","Gehrke C.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7304","Arctic states, regional and local authorities, NGOs, and Indigenous communities have debated how Arctic seals should be governed for more than a century. This governance discourse covers a wide array of issues, from seal hunting and the sale of animal products to the impacts of pollution and climate change. This article examines the frames used by political entities to discuss the regional governance of Arctic seals in the North American Arctic from 1900–2020, a period defined by landmark agreements on seals. Informed by framing and agenda‐setting theory, the article employs textual analysis of policy documents and newspaper articles. These serve as a source of information and space for policy advocacy and debate to study political entities’ discourse regarding the issues and policies that shape Arctic seal governance. The analysis focuses on English‐language texts from regional and local newspapers and international newspapers of record. The article identifies four dominant frames, namely perceived threats to (a) economic revenue, (b) animal welfare, (c) Indigenous ways of life, and (d) threats emanating from the involvement of NGOs in Arctic regional governance. Each of these frames is associated with one or multiple political entities involved in the regional governance of seals. The article demonstrates how the dominance of these entities and the frames they employ varies over time and corresponds to several anthropogenic threats to seals, including commercial hunting, pollution, and climate change. The article concludes that tensions between local and regional entities and international and non‐Arctic entities are reflective of broader Arctic regional governance dynamics.","1",NA,"Journal","ar","Article","100","1","1","7304","21100427853",NA,"undefined",NA,"1","TRUE","all","All Open Access","110","agenda‐setting | Arctic governance | conservation | environmental policy | hunting | journalism | marine mammals | seals",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182994155","SCOPUS_ID:85182994155","2-s2.0-85182994155","Arctic Regional Governance: Actors and Transformations","Obydenkova A.","Politics and Governance","21832463","12",NA,"2024-01-01","2024","10.17645/pag.7714","This thematic issue analyzes recent and ongoing changes in Arctic regional governance in new geopolitical, security, and socio‐economic contexts. It places current challenges in the Arctic within a historical context, aspiring to identify solutions, and enhances our understanding of modern processes. It presents three perspectives on Arctic regional governance: the first focuses on the challenges to Arctic environmental governance (marine living resources and Arctic seals); the second looks at the role of large nation‐states, such as Russia and China, in Arctic regional governance; and the third one analyses the challenges posed to Indigenous people—in Russia, Finland, and Canada. Many overlapping themes are developed in the articles: historical lessons (e.g., from the Cold War period), challenges to the inclusiveness of environmental governance, and the role of cross‐border diffusion and learning. New challenges to Arctic regional governance in the context of the war in Ukraine affect environmental governance, international scientific collaboration, and the lives of Indigenous people. Yet we know little about the depth of these recent transformations. This thematic issue aims to fill in at least some of the outlined gaps.","0",NA,"Journal","ed","Editorial","100","1","1","7714","21100427853",NA,"undefined",NA,"1","TRUE","all","All Open Access","111","Arctic governance | Arctic transformations | environmental governance | Indigenous people",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182648170","SCOPUS_ID:85182648170","2-s2.0-85182648170","TERRITORIAL DEVELOPMENT: REFLECTION OF RURAL COOPERATIVISM IN THE SOUTHEAST OF THE STATE OF TOCANTINS","Neves Bigeli B.C.M.","Revista de Gestao Social e Ambiental","1981982X","18","3","2024-01-01","2024","10.24857/rgsa.v18n3-022","Objective: Research and identify territorial development policies in the southeast of the State of Tocantins and identify the potential of cooperatives belonging to the territory of the southeast of the State of Tocantins, aiming at social economic progress, development, and regional sustainability. Theoretical benchmark: Regional development ends up becoming a topic that provokes many debates, as social evolution, dissatisfaction, and non-conformity in the new society cause them to group together to train skills and abilities, with local, municipal, and federal governments as partners. and states for the development process. Method: The deductive method was adopted, based on theoretical and bibliographical study applied to existing research databases. Results and conclusion: It was observed that cooperativism promotes education, democratizes access to credit, and seeks to develop the community in which it operates. This demonstrates that cooperativism has the necessary tools for a broad social inclusion project in southeast Tocantins. Implications of the research: The research offers new scientific contributions to the theme of cooperativism, offering theoretical bases for interventions and public policies that impact this economic activity in a Brazilian state with strong economic and social growth trends. Originality/value: Discussions regarding social transformations in recent decades, related to the globalization of the economy, technology, and its accessibility, have directly reflected in social life and consequently in work relations, thus the increase in regions relegated to oblivion, thus requiring, understanding the meaning of the territorial approach to rural development.","0",NA,"Journal","ar","Article","100","6","6","e04398","21100268407",NA,"undefined",NA,"1","TRUE","all","All Open Access","112","Planning | Regional Development | Rural Cooperatives | Southeast Tocantinense | Territory | Tocantins",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182460717","SCOPUS_ID:85182460717","2-s2.0-85182460717","Are well-designed places possible? A model of design governance intervention in the planning, design and development of new neighbourhoods","White J.T.","Journal of Urban Design","14699664",NA,NA,"2024-01-01","2024","10.1080/13574809.2023.2296885","UK planning policies clearly state that well-designed places support the creation of sustainable places that generate positive economic, environment and social outcomes. Yet, for decades, the design value of ‘new build’ housing development has remained stubbornly low. Using data from a multiple case study of new housing developments across the UK’s four nations, this paper asks why this persists and explores how it might be overcome. It models nine key stages in the planning, design and development process for new housing illustrating where the ‘critical points of design governance intervention’ lie.","0",NA,"Journal","ar","Article","100","6","6",NA,"13953",NA,"undefined",NA,"1","TRUE","all","All Open Access","113","design governance | design value | Housing development | planning policy | sustainability","13574809",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85182185003","SCOPUS_ID:85182185003","2-s2.0-85182185003","City Governance, Participatory Democracy, and Cultural Heritage in Barcelona, 1986–2022","Colomer L.","Historic Environment: Policy and Practice","17567505","15","1","2024-01-01","2024","10.1080/17567505.2023.2298546","Citizen participation in Barcelona has undergone a gradual process of institutionalisation that has accelerated over the last ten years. Today, participatory governance in areas such as urban planning and the management of social spaces is a hallmark of the city. However, citizen participation is only now beginning to occur in cultural heritage and comes with certain limitations. Through three diachronic case studies, this article explores the architecture of participation in Barcelona and its contribution to cultural heritage management. It analyses the role of cultural heritage as an actor in participatory processes and explores the degree of citizen participation in cultural heritage management. Our findings reveal that there is no participation in heritage itself, but there is participation in issues in relation to cultural heritage. This leads us to reflect on the lack of a true participatory turn in cultural heritage management.","0",NA,"Journal","ar","Article","100","2","2",NA,"21100375835",NA,"undefined",NA,"1","TRUE","all","All Open Access","114","cultural heritage management | historical buildings conservation | new municipalism | Participation | urban archaeology | urban commons",NA,NA,"81-100"
"true","https://api.elsevier.com/content/abstract/scopus_id/85182177984","SCOPUS_ID:85182177984","2-s2.0-85182177984","The impact of Chinese government’s attention on inclusive green development: evidence from 253 cities in China","Dong B.","Environment, Development and Sustainability","15732975",NA,NA,"2024-01-01","2024","10.1007/s10668-023-04361-z","China, as the largest developing country, is facing a severe challenge in achieving inclusive and green transformation. However, current studies fail to explain the reasons and necessity of incorporating “inclusiveness” into green development reasonably, and the perspective of research on inclusive green development of cities is relatively simplistic. Therefore, we explain the meaning of “inclusiveness” from a theoretical perspective based on the generalized Bonferroni curve and proposed a novel approach to measure inclusive green development in Chinese cities by combining the SBM-GML model and the resource and environment Gini coefficient. Then, we measure the government’s attention by extracting relevant word frequency from government reports and expand the research perspective to explore the impact of government’s attention on inclusive green development, as well as the mediating mechanisms therein. The study finds that the government’s attention can significantly boost inclusive green development, with eco-environment attention, urban governance attention, and green development attention promoting inclusive green development by 1.01, 0.57, and 0.19%, respectively. It also has heterogeneous effects on regions, economic scales, and city types. These results have passed the robustness and endogeneity tests. Finally, industrial structure upgrading and green technology innovation play a significant mediating role in the impact of the government’s attention on promoting inclusive green development. These conclusions provide empirical evidence for the government to formulate work plans in future.","0",NA,"Journal","ar","Article","100","2","2",NA,"20902","NPOPSS","23SFG-11","National Office for Philosophy and Social Sciences","0","FALSE",NA,NA,"115","China | Government’s attention | Green technology innovation | inclusive green development | Industrial structure upgrading","1387585X",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181950932","SCOPUS_ID:85181950932","2-s2.0-85181950932","Net-Zero Energy Campuses in India: Blending Education and Governance for Sustainable and Just Transition","Kalluri B.","Sustainability (Switzerland)","20711050","16","1","2024-01-01","January 2024","10.3390/su16010087","This study addresses the urgent need for comprehensive climate education amid a climate emergency. Human (energy) behaviors are developed from childhood and early adulthood. This study hypothesizes that transcending a nation’s net-zero energy ambition can be accomplished through experiential education. An Urban Governance Lab plus nEt-Zero Energy league model is introduced. Various behavioral interventions are designed based on the principles of serious games. Discussions provide rich narratives on how a nation with so many diverse communities can forge a rapid net-zero transition. The blended multi-disciplinary STEM education can drive energy citizenship in campus-like communities. A scenarios-based analysis demonstrating the potential of the proposed model in shaping energy behavior in young citizens leading to net zero is presented. The results from the scenario analysis present optimistic evidence underlining how campus-like communities driven by bottom-up initiatives can realize net-zero ambition beyond hope.","0",NA,"Journal","ar","Article","100","4","4","87","21100240100",NA,"undefined",NA,"1","TRUE","all","All Open Access","116","behavioral interventions | climate education | league model | net-zero transition | sustainability",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181931008","SCOPUS_ID:85181931008","2-s2.0-85181931008","PROMOTION OF THE BAHIA PRODUCTIVE PROJECT FOR THE COFFEE PRODUCTION CHAIN IN THE STATE OF BAHIA, BRAZIL: AN ANALYSIS OF PUBLIC POLICIES AND GEOGRAPHICAL INDICATION","Silva D.T.","Revista de Gestao Social e Ambiental","1981982X","18","3","2024-01-01","2024","10.24857/rgsa.v18n3-006","Objective: To analyze the Bahia Productive Project, based on the subproject focused on the coffee production chain, as a public policy for Sustainable Rural Development and Geographical Indications (GIs) in the State of Bahia, Brazil, based on territorial planning. Method: The research is a case study with an exploratory character, a qualitative approach, with data collection through bibliographical and documentary surveys and the institutional website of the Regional Development and Action Company (CAR). For the analysis of the information a Content Analysis was used. Results and conclusion: It is observed that the project manifested itself as an alternative for the coffee production chain in the state to be strengthened, encouraging producers to improve the quality of their product so that they can meet market requirements and conquer new markets. Research implications: Public policies are necessary to help productive chains of products that have differentiation in their production as an incentive to promote the registration of GIs, since the contribution they can bring to territorial development is expected mainly in the economic sphere. Originality/value: The combination of specific elements from the Bahian context, such as the emphasis on coffee production in the state and the approach to GIs as an important factor for territorial development. Furthermore, the analysis of the Bahia Productive Project as a public policy to strengthen the coffee production chain in the region and encourage the improvement of product quality is an original element.","0",NA,"Journal","ar","Article","100","4","4","e04174","21100268407","FAPESB","undefined","Fundação de Amparo à Pesquisa do Estado da Bahia","1","TRUE","all","All Open Access","117","Bahia Productive Project | Coffee Growing | Sustainable Rural Development | Territorial Development",NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181492404","SCOPUS_ID:85181492404","2-s2.0-85181492404","Homeless Clients' Circulation in Emergency Care: Rethinking Poverty Governance as Urban Impasse","Krüger D.","Tijdschrift voor Economische en Sociale Geografie","14679663",NA,NA,"2024-01-01","2024","10.1111/tesg.12601","Studies concerned with how local states govern the urban poor have long focused on the state's attempts to control, criminalise and exclude individuals from public spaces. Researchers recently shifted this focus; they increasingly engage with organisations and front-line practices relating to care. Underlying these analyses is the question of how urban governance rubs off on front-line work and conditions for the urban poor. In their research, scholars rarely study through which organisational mechanisms front-line workers and clients encounter each other. This article addresses 112 calls issued for unhoused individuals by third parties in Urgencity, a city in Germany. It sheds light on institutional and everyday logics that regularly bring third parties, emergency care front-line workers and marginalised clients into contact. These calls often blur boundaries of illness and poverty and care and control and result in clients' circulation in emergency care: an urban impasse for front-line workers.","0",NA,"Journal","ar","Article","100","1","1",NA,"13176",NA,"undefined",NA,"1","TRUE","all","All Open Access","118","emergency care | homelessness | Poverty governance | third party calls | urban impasse","0040747X",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181230631","SCOPUS_ID:85181230631","2-s2.0-85181230631","Devolution and local government: 25 years beyond the Belfast (Good Friday) Agreement","Carmichael P.","Regional and Federal Studies","17439434",NA,NA,"2024-01-01","2024","10.1080/13597566.2023.2300136","In the 25 years since the Belfast (Good Friday) Agreement, there has been an extensive focus on the devolved institutions in Northern Ireland. However, less attention has been paid to the subsequent overhaul of the wider system of public administration in the province, in particular local government. In 2015, a reformed local government system was introduced in Northern Ireland (NI), supposedly heralding a period of ‘super councils’. Using a framework developed by Kuhlmann and Wollmann (2019 [Introduction to Comparative Public Administration. 2nd ed. Cheltenham: Edward Elgar]) for the comparative study of public administration, specifically local government, the article evaluates the significance of the reforms in Northern Ireland and the possible further enhancement of local authority powers, particular during the continued disruption in, or absence of, devolved institutions. In highlighting what continues to be a fundamental imbalance in regional governance within Northern Ireland, the article concludes that the system remains characterized by marginalized local government, with a consequential impact on the quality of public services and associated outcomes.","0",NA,"Journal","ar","Article","100","2","2",NA,"27574",NA,"undefined",NA,"0","FALSE",NA,NA,"119","centralization | devolution | Local government | Northern Ireland | performance evaluation‌","13597566",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181222049","SCOPUS_ID:85181222049","2-s2.0-85181222049","Urban state venturism: On state-led venture capital investments in the urban process of capital accumulation","Su X.","Dialogues in Human Geography","20438214",NA,NA,"2024-01-01","2024","10.1177/20438206231220724","Research on the urban process of capital accumulation has typically examined the state and capital as separate actors. This distinction is problematized by a long-standing, increasingly prominent but largely overlooked attempt by state institutions to drive urban development through venture capital (VC) investments. Conceptualized as urban state venturism in this paper, state-driven VC investments reflect at once a riskier extension of urban entrepreneurialism (through their speculative construction of place) and a transposition of state institutions into firm-level drivers of capitalist urbanization (through their roles as profit-oriented investors). To advance research on the urban process of capital accumulation through examining these imbricated state roles, this paper presents a new research agenda that comprises three dimensions, namely (i) the rationale of urban state venturism, (ii) the distribution of profits and risks, and (iii) the extent to which urban state venturism reflects state institutions’ intrinsic commitment to a ‘developmentalist’ ideology. In turn, the agenda foregrounds the value of assessing ‘new’ state capitalism through urban state venturism.","0",NA,"Journal","ar","Article","100","2","2",NA,"21100465422","NSFC","42071182","National Natural Science Foundation of China","1","TRUE","all","All Open Access","120","Reproduction of capital | state developmentalism | urban entrepreneurialism | urban state venturism | urbanization of capital | venture capital","20438206",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85181098153","SCOPUS_ID:85181098153","2-s2.0-85181098153","Spatial-temporal traffic data imputation based on dynamic multi-level generative adversarial networks for urban governance","Zhang B.","Applied Soft Computing",NA,"151",NA,"2024-01-01","January 2024","10.1016/j.asoc.2023.111128","Complete and accurate traffic data lays an essential foundation for urban governance and intelligent transportation system. Data missing is an inevitable issue in road network analysis with the expansion of urban roads and increasing application of data monitors. Data imputation is regarded as a cost-effective approach for solving data missing problem. However, the spatial-temporal features of massive traffic data have not been comprehensively considered in the previous related studies, and non-uniform distribution of missing data often causes poor results. Therefore, we propose a dynamic multi-level generative adversarial networks (MLGAN) model for the imputation of large-scale spatial-temporal traffic data. The model first captures the spatial-temporal features of traffic data through composite features extractor based on the bidirectional gated recurrent unit (BGRU) and the graph convolutional network (GCN) structure. Then, different sampler structures with varied missing rate are adopted to analyze the feature data and present the reconstruction results. Enhanced by the dynamic stratification strategy, the model is less sensitive to the variation of missing rates. Finally, data imputation experiments are conducted to validate the proposed approach using the data collected from the PeMS dataset. The results show that the proposed model has superior data imputation performance on large-scale dataset compared with the traditional models.","0",NA,"Journal","ar","Article","100","3","3","111128","18136","NSFC","71971139","National Natural Science Foundation of China","0","FALSE",NA,NA,"121","Deep learning | Dynamic multi-level generator | Generative adversarial networks | Traffic data imputation | Urban governance","15684946","S1568494623011468",NA
