"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-no","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","prism:pageRange","authkeywords","fund-sponsor","pubmed-id","fund-acr","prism:issn","pii"
"true","https://api.elsevier.com/content/abstract/scopus_id/85186410851","SCOPUS_ID:85186410851","2-s2.0-85186410851","Beyond colonial urbanism: State power, global connections and fragmented land regimes in twentieth-century Hyderabad city","Beverley E.L.","Urban History","14698706","51","1","2024-02-09","9 February 2024","10.1017/S096392682200058X","Urban histories of modern South Asia have centred on British Indian cities and the reign of colonial urbanism, with dependence on metropolitan imperatives and models regarded as givens. Focusing on Hyderabad, one of the subcontinent's five largest cities and capital of an autonomous princely state throughout the colonial era, this article establishes the analytical utility of princely urbanism as a framework for writing the history of South Asian cities. Characterized by state-directed planning, transnational urbanist networks and multiple overlapping property regimes, this mode of city development and its resonance points to hidden genealogies of modern urbanism.","0","Journal","ar","Article","100","1","1",NA,"22455","undefined","0","FALSE",NA,NA,"84","11-31",NA,NA,NA,NA,"09639268","S096392682200058X"
"true","https://api.elsevier.com/content/abstract/scopus_id/85186547728","SCOPUS_ID:85186547728","2-s2.0-85186547728","“Natural” disasters and regional governance: Evidence from European NUTS-3 regions","Di Marcoberardino D.","Papers in Regional Science","14355957","103","1","2024-02-01","February 2024","10.1016/j.pirs.2024.100003","“Natural” disasters"" have negative consequences for the affected areas, including significant economic impacts. Using a sample of European NUTS-3 regions over the period 2003–17, this paper examines the impact of disasters on regional economic growth and the influence of the quality of regional governance on post-disaster economic recovery. We match disaster data from the EM-DAT database, EUROSTAT, US Geological Surveys and Global Archive of Large Floods. We find that the occurrence of a “natural” disaster leads to an annual decline in regional growth of about 0.28 percentage points. Furthermore, we find that both the impact on the economy and the duration of recovery are influenced by the quality of regional institutions.","0","Journal","ar","Article","100","2","2","100003","25205","undefined","1","TRUE","all","All Open Access","85",NA,"Natural disasters | Natural hazards | Regional governance | Regional institutions",NA,NA,NA,"10568190","S1056819024000204"
"true","https://api.elsevier.com/content/abstract/scopus_id/85186295170","SCOPUS_ID:85186295170","2-s2.0-85186295170","Fuzzy cognitive maps for municipal governance improvement","Parreño L.","PLoS ONE","19326203","19","2 February","2024-02-01","February 2024","10.1371/journal.pone.0294962","This paper applies Fuzzy Cognitive Maps (FCMs) to understand the diverse behavior of municipal governments in Ecuador to find common elements that influence the well-being of citizens in the short and long term. Information gathering was conducted in two stages: in the first one, a group of 16 national experts was consulted to develop the initial FCM; in the second stage, local experts from 220 municipalities were interviewed to collect information on the general validity of initial FCMs and specific values given to concepts and relationships in their municipalities. Results show the importance of certain concepts for long-term municipal performance, such as the need for a competitive entrepreneurial sector, improving human resources in the municipality, and, particularly, having a competent mayor with leadership skills and a forward-looking vision that enables the development of municipal projects required to reach an efficient and equitable coverage of goods and services throughout the city. Through the application of genetic algorithms, the FCM was calibrated to ascertain the long-term dynamics of municipal development and the optimal values of the concepts that would optimize the attainment of the set objectives. The derived outcomes suggest the desirability of the maintenance of, in principle, unwanted structures like financial transfers from the central government and the need to exploit natural resources to attain urban development.","0","Journal","ar","Article","100","2","2","e0294962","10600153309","H2019/HUM-5761","1","TRUE","all","All Open Access","86",NA,NA,"Comunidad de Madrid","38422075","UAH",NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186124480","SCOPUS_ID:85186124480","2-s2.0-85186124480","Evolutionary Game Analysis of Ecological Governance Strategies in the Yangtze River Delta Region, China","Wang Q.","Land","2073445X","13","2","2024-02-01","February 2024","10.3390/land13020212","Under integrated ecological and green development in the Yangtze River Delta, the regional ecology is adversely affected by ineffective synergistic governance. Regional environmental governance is a collaborative process involving multiple stakeholders and mutual engagement, with each participant pursuing their interests and common goals simultaneously. This study employed stakeholder theory. A tripartite evolutionary game model of the public, enterprises, and local governments was constructed to analyze the behavioral strategies and influencing factors for the parties involved, and the impacts of key factors on the stability of the evolutionary game system were evaluated. The results indicate that ecological environmental governance in the Yangtze River Delta region is a complex and evolving system involving multiple stakeholders, within which system stability is influenced by stakeholders’ behavioral strategies. The interests of each party are affected by the cost of public involvement in ecological environment governance and the benefits and subsidies that enterprises receive for active environmental governance. The costs and penalties paid by local governments for lax regulations impact their behavioral strategies. This study provides policy recommendations for ecological governance in the study region, including the government–enterprise co-construction of liquid regulatory funds, government–enterprise–public partnerships in low-cost regulatory models, and the sharing of high-quality regulatory outcomes.","1","Journal","ar","Article","100","2","2","212","21100811521","20AGL036","1","TRUE","all","All Open Access","87",NA,"behavioral strategies | collaborative framework | ecological environment governance | evolutionary game | multiple stakeholders | numerical simulation",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85185007604","SCOPUS_ID:85185007604","2-s2.0-85185007604","Phased responses of urban tree canopy cover changes to urbanization process within Beijing's built-up area: An analytical framework coupling state, transition, and drivers","Li T.","Ecological Indicators",NA,"159",NA,"2024-02-01","February 2024","10.1016/j.ecolind.2024.111710","Urban canopy coverage (UTCC) is a measure that reflects both the quantity and quality of urban green spaces. Understanding how UTCC responds to urbanization is crucial for developing comprehensive strategies to achieve sustainable urbanization. Our study presented a framework for understanding the response of UTCC changes to the urbanization process coupling state, transition, and drivers. Using high-resolution remote sensing interpretation data in 2002–2013–2019, we examined the spatiotemporal heterogeneity and comparative characteristics of UTCC status indicators, UTCC transition indicators, and urbanization factors within Beijing's urban area in 2002–2013 and 2013–2019. These indicators included annual UTCC change (AUTCCPC), annual mean patch size change (AMPSC), annual Euclidean minimum distance change (AEmnC), UTCC loss (UTCCloss), UTCC gain (UTCCgain), UTCC stability index (UTCCSI), impermeable surface proportion (P_IMP), road density (D_ROAD), population density (D_POP), and distance from urban center (DIS_UC). The findings indicated a “deceleration and balance” trend in UTCC changes from 2002 to 2019. The UTCC proportion, patch size, connectivity, and stability continued to increase, accompanied by a deceleration in increasing rate. The UTCC spatial distribution shifted from a ring road gradient pattern to a balanced pattern. The urbanization factors that impacted UTCC most were P_IMP and D_Road. The interaction impact intensity between factors was enhanced, with P_IMP ∩ D_READ and P_IMP ∩ DIS_UC having the most substantial impact on UTCC changes. Our study unveiled the phased response of UTCC changes to the urbanization process, providing a theoretical foundation for “how to promote more effective UTCC planning during rapid urban development” and aiding planners/managers in implementing sustainable forest management.","0","Journal","ar","Article","100","5","5","111710","20292","CAFYBB2020ZB008","1","TRUE","all","All Open Access","88",NA,"Image interpretation | Phased changes | State | Transition | Urban tree canopy cover | Urbanization factors","Special Funds for the Basic Research and Development Program in the Central Non-profit Research Institutesof China",NA,NA,"1470160X","S1470160X24001675"
"true","https://api.elsevier.com/content/abstract/scopus_id/85183922172","SCOPUS_ID:85183922172","2-s2.0-85183922172","Unlocking the importance of perceived governance: The impact on COVID-19 in NUTS-2 European regions","Alfano V.","Social Science and Medicine","18735347","343",NA,"2024-02-01","February 2024","10.1016/j.socscimed.2024.116590","In the immediate aftermath of the pandemic, governments implemented non-pharmaceutical interventions (NPIs). Previous literature suggests that NPI effectiveness is influenced by governance quality. The acceptance and perceived necessity of these measures by the public are crucial to their success, as NPIs cannot be easily enforced without public support. Does regional governance also play a role? This study examines the correlation between the quality of governance in European NUTS-2 regions and the spread of COVID-19. The findings indicate that overall perceived governance, and its perceived quality and corruption pillars, significantly impact the effectiveness of these interventions. This effect was pronounced during the first wave and then diminished in importance, disappearing before vaccines were available, suggesting that regional governance matters especially in the immediate aftermath of an exogenous shock.","0","Journal","ar","Article","100","1","1","116590","18983","undefined","0","FALSE",NA,NA,"89",NA,"COVID-19 | EQI | Europe | European Union | Governance | Non-pharmaceutical intervention",NA,"38290397",NA,"02779536","S0277953624000340"
"true","https://api.elsevier.com/content/abstract/scopus_id/85183751066","SCOPUS_ID:85183751066","2-s2.0-85183751066","Embedding co-production of nature-based solutions in urban governance: Emerging co-production capacities in three European cities","Hölscher K.","Environmental Science and Policy","18736416","152",NA,"2024-02-01","February 2024","10.1016/j.envsci.2023.103652","This paper seeks to understand how co-production can become embedded as a collaborative governance practice by which city governments plan, deliver and steward nature-based solutions. To these ends, the paper analyses how policy officers manifest capacities for co-production in three European cities – Genk (Belgium), Glasgow (United Kingdom) and Poznań (Poland) – while experimenting with co-production to develop and scale nature-based solutions. Co-production capacities include conditions and activities to (1) create space for co-production, (2) safeguard inclusive and legitimate co-production, and (3) link co-production processes and results to contexts. The results demonstrate how policy officers in the three cities have mobilised and created resources, skills, institutional support and partnerships to implement diverse processes to co-produce nature-based solutions. While these conditions mark starting changes in urban governance, engaging with and embedding co-production causes tensions between the dynamic and diffuse nature of co-production and existing formal governance settings and processes. Lessons for strengthening the capacities to embed co-production as a collaborative governance practice in nature-based solutions planning, delivery and stewardship are: (1) embedding a tailor-made approach for inclusive co-production to meaningfully engage diverse actors in place-based settings, (2) embedding open-ended co-production with long-term benefits, and (3) embedding new relations and roles to sustain co-production.","6","Journal","ar","Article","100","12","12","103652","21536","730222","1","TRUE",NA,NA,"90",NA,"Capacities | Cities | Co-production | Collaborative governance | Nature-based solutions",NA,NA,NA,"14629011","S1462901123003015"
"true","https://api.elsevier.com/content/abstract/scopus_id/85181444477","SCOPUS_ID:85181444477","2-s2.0-85181444477","Navigating the resource curse: Unraveling the role of governance in regional development in China","Wang X.","Resources Policy",NA,"89",NA,"2024-02-01","February 2024","10.1016/j.resourpol.2023.104561","This paper examines the counterproductive effects of natural resources on subnational economic development, known as the “Dutch disease”, and explores its implications. Using descriptive and empirical analysis, we investigate this phenomenon using panel data from 24 Chinese provinces from 2004 to 2021. Our research distinguishes between two types of entities: “grabbers” and “producers”. The former refers to resource wastage, while the latter represents modern, technologically advanced entities that utilize resources efficiently. To study the impact of the Dutch disease on China's regional economy, we modify certain variables accordingly. We also test the nonlinearity in the behavior of grabbers and producer regions. The initial output level reveals convergence of the tested model. However, the findings reveal a significant negative relationship between natural resource endowment and per capita gross regional income at the provincial level. However, when considering governance indicators, it is observed that the natural resource curse diminishes in the presence of a higher institutional quality index. The resource curse is such a strong element in resource-abundant regions that it can undermine the impact of other economic factors, such as investment and trade openness. These results suggest that stronger institutional elements can transform the resource curse phenomenon into a blessing, thereby enhancing regional productivity. The results also imply that the possible technology growth can help reduce the resource curse.","0","Journal","ar","Article","100","4","4","104561","110031","23BJY010","0","FALSE",NA,NA,"92",NA,"Dutch disease | Economic growth | Institutional quality | Regional analysis | Resource curse | Trade openness","National Office for Philosophy and Social Sciences",NA,"NPOPSS","03014207","S0301420723012722"
"true","https://api.elsevier.com/content/abstract/scopus_id/85180528524","SCOPUS_ID:85180528524","2-s2.0-85180528524","A decision-making approach for determining strategic priority of sustainable smart city services from citizens’ perspective: A case study of Hong Kong","Liu Y.","Sustainable Cities and Society",NA,"101",NA,"2024-02-01","February 2024","10.1016/j.scs.2023.105147","The development of sustainable smart city (SC) services is often carried out with limited resources, but there is little discussion about the strategic priority of promoting SC development from the citizens’ perspective. This study developed a decision-making approach to determine the supply and demand priority of SC services using utility and need theories, with Hong Kong as a case study. The results show that smart environment services should be prioritized for all population groups, while the differences in priority among older adults, people with lower digital literacy, and people with lower income were relatively small. On the one hand, the supply of SC services should be prioritized for those that are closely linked to citizens’ daily lives, have a long-term impact on communities, and are targeted to large user groups. On the other hand, priority should be given to those services that meet citizens’ demands for physiological, safety, and self-actualization needs. This study enriches the theoretical framework of people-centric SC research through the innovative integration of Bradley-Terry and rank-ordered logit models for determining the development priority for SC services, which can serve as a practical decision-making tool for policy makers to effectively allocate resources for sustainable SC development.","0","Journal","ar","Article","100","5","5","105147","19700194105","2021.A6.185.21D","0","FALSE",NA,NA,"93",NA,"Digital literacy | Heterogeneity | People-centric strategy | Priority order | Smart city development","Institute for Public Policy and Social Research",NA,"IPPSR","22106707","S2210670723007564"
"true","https://api.elsevier.com/content/abstract/scopus_id/85180414097","SCOPUS_ID:85180414097","2-s2.0-85180414097","A lack of focus on data sharing, stakeholders, and economic benefits in current global green infrastructure planning","Ruan T.","Journal of Environmental Management","10958630","351",NA,"2024-02-01","February 2024","10.1016/j.jenvman.2023.119849","Green infrastructure (GI) is increasingly popular in solving urban environmental challenges and enhancing ecosystem services. Yet the research status and challenges of GI planning have not been comprehensively benchmarked to date. We explored the GI types, actions, goals, and spatiotemporal characteristics of GI planning cases worldwide based on the available literature. The challenges of GI planning were also investigated by the cases included in this manuscript. Additionally, the urban governance solutions to address these challenges were proposed. We found that multi-type GI planning is the most popular. Data sharing, stakeholder participation, economic benefits and research funding for GI planning research were generally inadequate, although they have improved trend over time. Multiple-goal GI planning frequently has higher levels of data sharing, stakeholder participation and economic benefits than GI planning that just takes into account one purpose. We conclude that the future transformation of GI planning requires efficient data sharing mechanisms, effective co-design among stakeholders, systematic business models, and available research funding.","0","Journal","ar","Article","100","6","6","119849","23371","2017YFE0119000","0","FALSE",NA,NA,"94",NA,"Data sharing | Economic benefits | Green infrastructure | Research funding | Stakeholder | Transformation","Ministry of Science and Technology of the People's Republic of China","38134507","MOST","03014797","S0301479723026373"
"true","https://api.elsevier.com/content/abstract/scopus_id/85177863648","SCOPUS_ID:85177863648","2-s2.0-85177863648","Revitalizing Urban Places: How Prosocial Organizations Acquire Saliency in the Eyes of Resisting Stakeholders","Capo F.","Journal of Business Ethics","15730697","189","4","2024-02-01","February 2024","10.1007/s10551-023-05562-2","Prosocial organizations represent key actors in the quest to promote positive change, foster social impact, and revitalize cities. Notwithstanding their importance in tackling the increasing challenges threatening our society (e.g., pollution, socio-economic inequalities), these actors may not be perceived as salient in the eyes of different stakeholders, and thus their work may be jeopardized by multiple forms of resistance. Scant attention in research has been devoted to understand how prosocial organizations may acquire saliency and navigate these forms of resistance while pursuing urban revitalization. We address this gap by engaging in a qualitative investigation of a Sicilian cultural center. We found that the prosocial organization in our study could navigate different occurrences of resistance and acquire saliency by enacting mechanisms that leveraged the engagement of supporting stakeholders and the idiosyncratic characteristics of place. Our study contributes to the literature about urban revitalization, prosocial organizations, and stakeholder theory—while also complementing research investigating the role of place in management.","2","Journal","ar","Article","100","3","3",NA,"23859","2023","1","TRUE","all","All Open Access","95","655-675","Place | Prosocial organizations | Stakeholder theory | Urban revitalization","Social Trends Institute",NA,"STI","01674544",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85164157984","SCOPUS_ID:85164157984","2-s2.0-85164157984","Governing capabilities, not places – how to understand social sustainability implementation in urban development","Janssen C.","Urban Studies","1360063X","61","2","2024-02-01","February 2024","10.1177/00420980231179554","Social sustainability’s implementation in urban development is a complex endeavour that demands alternative forms of governance. This article draws on the capabilities approach as an evaluative framework to better understand this implementation process. Through an in-depth case comparison of two Dutch urban development projects, the study analyses how collaborative governance situations (i.e. actors, activities and phases) relate to the expansions of resident capabilities in the urban areas. The findings present three principles for a ‘capability-centred governance’ of social sustainability in urban development: (1) integrate human logic into urban governance situations (2) balance strong goal commitment with experimentalist approaches and (3) institutionalise social sustainability implementation. The article concludes that social sustainability’s implementation requires a conceptualisation in which improvements in people’s lives are not seen as the self-evident consequences of a set of place-based policy interventions, but instead as a guiding principle that should continuously be reflected upon and learned from during the different phases of urban development processes.","1","Journal","ar","Article","100","3","3",NA,"29684","undefined","1","TRUE","all","All Open Access","97","331-349","capabilities approach | collaborative governance | policy implementation | social sustainability | urban development projects",NA,NA,NA,"00420980",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85161678740","SCOPUS_ID:85161678740","2-s2.0-85161678740","Exploring flood mitigation governance by estimating first-floor elevation via deep learning and google street view in coastal Texas","Gao G.","Environment and Planning B: Urban Analytics and City Science","23998091","51","2","2024-02-01","February 2024","10.1177/23998083231175681","Flood mitigation governance is critical for coastal regions where flooding has caused considerable damage. Raising the First-Floor Elevation (FFE) above the base flood elevation (BFE) is an effective mitigation measure for buildings with a high risk of flooding. In the U.S., measuring FFE is necessary to obtain an Elevation Certificate (E.C.) for the National Flood Insurance Program (NFIP) and has traditionally required labor-consuming field surveys. However, the advances in computer vision technology have facilitated the handling of large image datasets, leading to new FFE measurement approaches. Taking Galveston Island (including the cities of Galveston and Jamaica Beach) in Coastal Texas as a case study, we explore how these new approaches may inform flood risk management and governance, including how FFE estimates may be combined with BFE estimates from flood inundation probability mapping to model the predicted cost of raising buildings’ FFE above their BFE. After establishing the FFE model’s accuracy by comparing its results with previously validated FFE estimates in three districts of Galveston, we generalize the workflow to building footprints across Galveston Island. By combining the FFE data derived from our workflow with multidimensional building information, we further analyze the future flood control and post-disaster maintenance strategies. Our findings present valuable data collection paradigms and methodological concepts that inform flood governance for Galveston Island. The proposed workflow can be extended to flood management and research for other vulnerable coastal communities.","3","Journal","ar","Article","100","7","7",NA,"21101021196","2122054","0","FALSE",NA,NA,"98","296-313","deep learning | first-floor elevation | flood mitigation | street view","National Science Foundation",NA,"NSF","23998083",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85185684860","SCOPUS_ID:85185684860","2-s2.0-85185684860","NORTHERN CONSTITUTIONAL FINANCING FUND (FNO) EVALUATION ON SOCIOECONOMIC INDICATORS IMPROVEMENT: A STUDY ON PARÁ STATE FROM 2010 TO 2019","Filho C.B.M.","Revista Brasileira de Gestao e Desenvolvimento Regional","1809239X","20","1","2024-01-31","31 January 2024","10.54399/rbgdr.v20i1.6406","The objective of the research was to evaluate whether, and to what extent, the amounts released from the Northern Constitutional Financing Fund (FNO) influenced, in the period analyzed, the generation of direct revenue by municipalities and municipal development indices in the state of Pará. To carry out the research, the values released by the FNO, the direct revenues of Pará municipalities, and the FIRJAN Municipal Development indices were collected, relating to the 144 municipalities in the state of Pará, in a time frame from 2010 to 2016 for FIRJAN and, from 2010 to 2019 for FNO and municipal revenues, with data processing using panel regressions. In the analysis of values released by FNO, no influence was found on Municipal Direct Revenues, but an influence was found on IFDM General, IFDM Education, and IFDM Health, which suggests a greater impact of credit on the social variable. It is concluded that the data obtained in the research were sufficient, only partially, to prove the contribution of the FNO in obtaining, maintaining, and growing, in a linear manner, the collection of direct municipal revenues and in the generation of employment and income. The results can be used to improve the allocation of credit resources in Pará state, contributing to better decision-making by public and private actors as well as the efficiency of credit aimed at regional development.","0","Journal","ar","Article","100","4","4",NA,"7200153148","undefined","1","TRUE","all","All Open Access","99","256-276","Amazonia | FNO | Municipalities | Northern Constitutional Financing Fund | Regional Development | Socioeconomic Indicators",NA,NA,NA,NA,NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85150917599","SCOPUS_ID:85150917599","2-s2.0-85150917599","Smart tourism city governance: exploring the impact on stakeholder networks","Ivars-Baidal J.","International Journal of Contemporary Hospitality Management",NA,"36","2","2024-01-30","30 January 2024","10.1108/IJCHM-03-2022-0322","Purpose: Building on new trends in tourism and smart city governance, this study aims to examine the degree of interrelation between stakeholder networks involved in tourism governance and smart city development. A model describing the transition towards smart tourism city governance is proposed. Design/methodology/approach: The proposed model is tested through a multiple case study of seven European cities. This choice of sample makes the study highly representative. Data collection is based on an exhaustive search and analysis of available data on smart city initiatives, destination management organisations and tourism plans. Social network analysis using Gephi software is used to build stakeholder networks. Findings: Analysis of the stakeholder networks that shape tourism governance and smart initiatives in several cities reveals a disconnection between the two types of networks. The results show limited progress towards the expected synergies of true smart tourism city governance. Practical implications: Theoretically, the study contributes to the debate on new forms of governance for the complex evolution of urban tourism. In practice, the relationship between tourism governance and smart city initiatives needs to be redefined to achieve synergies that increase the inclusiveness and efficiency of urban tourism policies. Originality/value: This study examines the under-researched topic of the interrelation between tourism governance and smart city initiatives. By comparing the networks of actors resulting from these two processes, it assesses the extent to which this interrelation helps the emergence of new governance models (smart tourism city governance).","8","Journal","ar","Article","100","4","4",NA,"144742","undefined","0","FALSE","all","All Open Access","100","582-601","Smart city | Smart tourism | Social network analysis | Stakeholders | Tourism governance",NA,NA,NA,"09596119",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85152086158","SCOPUS_ID:85152086158","2-s2.0-85152086158","Origin, development and evolution: the space construction and cultural motivations of Shi Gandang temple in Macau","Huang L.","Open House International","26339838","49","1","2024-01-15","15 January 2024","10.1108/OHI-09-2022-0234","Purpose: This study aims to explore the relationship between folk religious place-making and the development of urban public spaces and summarize its influence on community network construction and daily behavior to discover the authentic practices and role of folk faith culture in social space. Design/methodology/approach: Taking Macau's Shi Gandang Temple and its belief culture as an example, on-site research, historical evidence and interviews were used to elaborate and analyze the processes of place-making, social functions, management mechanisms and folk culture to establish a new perception of folk religious place-making in contemporary urban spaces. Findings: The article argues that the culture of folk beliefs profoundly influences urban spaces and the social management system of Macau and has a positive significance in building the local community and geopolitical relations. In addition, it suggests that the participation of folk religious places in local practices is important as key nodes and emotional hubs of local networks, reconciling conflicts between communities of different backgrounds and driving urban spaces toward diversity while forming a positive interaction and friendly cooperation between regional development and self-contained management mechanisms, governance models and cultural orientations. Originality/value: This study takes an architectural and anthropological perspective of the impact of faith on urban spaces and local governance, using the Shi Gandang Temple in Macau as an example, to complement related studies.","1","Journal","ar","Article","100","3","3",NA,"13800154701","2020GP001","1","TRUE","all","All Open Access","102","2-17","Development and evolution | Local society | Religious places | Shi Gandang temple","National Social Science Fund Youth Project",NA,NA,"01682601",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85140335889","SCOPUS_ID:85140335889","2-s2.0-85140335889","A hybrid decision-making approach for locating rescue materials storage points under public emergencies","Xu W.","Kybernetes",NA,"53","1","2024-01-02","2 January 2024","10.1108/K-07-2022-1060","Purpose: In modern urban governance, rescue materials storage points (RMSP) are a vital role to be considered in responding to public emergencies and improving a city's emergency management. This study analyzes the siting of community-centered relief supply facilities. Design/methodology/approach: Combining grey relational analysis, complex network and relative entropy, a new multi criteria method is proposed. It pays more attention to the needs of the community, taking into account the use of community hospitals, fire centers and neighborhood offices to establish small RMSP. Findings: The research results firstly found suitable areas for RMSP site selection, including Hanyang, Qiaokou, Jiangan and Wuchang. The top 10 nodes in each region are found as the location of emergency facilities, and the network parameters are higher than ordinary nodes in traffic networks. The proposed method was applied in Wuhan, China and the method was verified by us-ing a complex network model combined with multi-criteria decision-making for emergency facility location. Practical implications: This method solves the problem of how to choose the optimal solution and reduces the difficulty for decision makers. This method will help emergency managers to locate and plan RMSP more simply, especially in improving emergency siting modeling techniques and additionally in providing a reference for future research. Originality/value: The method proposed in this study is beneficial to improve the decision-making ability of urban emergency departments. Using complex networks and comprehensive evaluation techniques, RMSP is incorporated into the urban community emergency network as a critical rescue force. More importantly, the findings highlight a new direction for further research on urban emergency facilities site selection based on a combination of sound theoretical basis as well as empirical evidence gained from real life case-based analysis. Highlights:: Material reserve points are incorporated into the emergency supply network to maintain the advantage of quantity. Build emergency site selection facilities centered on urban communities. Use a complex network model to select the location of emergency supplies storage sites.","2","Journal","ar","Article","100","4","4",NA,"12981","undefined","0","FALSE","all","All Open Access","103","293-313","Complex network model | Emergency facility location | Grey correlation evaluation | Relative entropy-TOPSIS",NA,NA,NA,"0368492X",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85192725155","SCOPUS_ID:85192725155","2-s2.0-85192725155","THE WORK OF THE DEVELOPMENT AGENCIES AND ITS EFFECT DURING THE COVID-19 PANDEMIC: THE CASE OF SERHAT DEVELOPMENT AGENCY","Bayraktar H.K.","Public Administration Issues","24095095",NA,"5","2024-01-01","2024","10.17323/1999-5431-2024-0-5-38-64","The Development Agencies were established in 2006 in Türkiye to support regional development, with the budget transferred from the central government. The Development Agencies collaborate with public administrators, local governments, provincial administrations, universities, non-governmental organizations, and the private sector to adopt an effective governance model. The work of agencies in exceptional situations is also distinctive compared to other actors. It is crucial to evaluate the efforts of the Development Agencies in mitigating the social and economic impacts of the COVID-19 pandemic and draw conclusions about their effectiveness in the region. The impact of a pandemic outbreak on the Development Agencies has not yet been researched. This study aims to evaluate the work of the Serhat Development Agency and the effect of this new process on the local development of the region during the pandemic period, which continues its activities in the provinces of Agrı, Ardahan, Kars and Iğdır covering the TRA2 region of Türkiye. The study was conducted using the qualitative method. In-depth interviews were utilized during the field research in the agency between 19–29 October 2021 and 18–22 January 2023. The results obtained show that the pandemic process has reduced the interaction of the agency with its stakeholders and new projects have not been supported, which had a negative impact on the development of the region. Agriculture continued without any interruption during the pandemic. Negative effects were seen in the tourism, food, and service sectors, but no additional efforts were made to remedy them.","0","Journal","ar","Article","100","2","2",NA,"21100778766","undefined","1","TRUE","all","All Open Access","106","38-64","local development | regional development | Serhat Development Agency | the development agencies",NA,NA,NA,"19995431",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85192551235","SCOPUS_ID:85192551235","2-s2.0-85192551235","Strategic planning for spatial governance: a case study of the Central District in Arak County, Iran","Mahdii M.","Asian Journal of Political Science","17507812",NA,NA,"2024-01-01","2024","10.1080/02185377.2024.2345058","Spatial governance involves studying the relationship between trade, and politics, resolving tensions, and harmonizing various social forces within a spatial domain within the framework of democratic governance models. The importance of this approach in space management stems from the increasing delegation of government responsibilities and powers to the non-governmental sector. Political space managers need to use strategic plans to achieve sustainable development and spatial justice. The general objectives of this research are an understanding of strategic planning and to apply it in one of the aspects of regional development, to explain the steps and process of strategic planning, and also how to determine and prioritize strategies. This research is descriptive in nature and applied-developmental in terms of purpose. The method of collecting information is a library, face-to-face interviews with experts, personal observation, and questionnaire completion. SWOT analysis method has been used to determine the importance and weighting of internal and external factors and to formulate strategies. A quantitative strategic planning matrix (QSPM) has been used to measure the attractiveness of each of the desired strategies. The results of the study indicate that conservative strategies are proposed as executive strategies in the Central District of Arak County, Iran.","0","Journal","ar","Article","100","1","1",NA,"5600154142","undefined","0","FALSE",NA,NA,"107",NA,"political management of space | spatial governance | spatial planning and governance | strategic plan development | Strategic planning | strategy",NA,NA,NA,"02185377",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85192097074","SCOPUS_ID:85192097074","2-s2.0-85192097074","A Patrol Platform Based on Unmanned Aerial Vehicle for Urban Safety and Intelligent Social Governance","Yang Y.","International Journal of Advanced Computer Science and Applications","21565570","15","4","2024-01-01","2024","10.14569/IJACSA.2024.0150466","Urban patrols can detect emergencies in a timely manner and collect information, which helps to improve the quality of services in the city and enhance the comfort of residents. This study proposes the use of IoT-based drones for urban patrol tasks, aiming to explore the potential applications of drones in smart city governance. The main technical challenge in the process of urban patrols by drones is how to plan a flight path for them. Therefore, this article first designs a smart patrol system based on drones and Internet of Things (IoT). Meanwhile, as information collection is an important aspect of urban patrol tasks, a mathematical model with the goal of maximizing information collection has been established to provide cost-effective patrol services. On this basis, in order to improve the accuracy of crow search algorithm (CSA), differential crow search strategy and variable flight step size are designed. In addition, the Levy flight strategy is introduced into the traditional CSA algorithm, and an improved crow search algorithm (ICSA) is proposed. Finally, a corresponding simulation environment was established based on the actual urban scene and compared with other algorithms. The numerical results indicate that compared with the other three swarm intelligence algorithms, the algorithm designed in this paper has more superiority.","0","Journal","ar","Article","100","3","3",NA,"21100867241","undefined","1","TRUE","all","All Open Access","109","647-655","crow search algorithm | Patrol drones | smart city governance | swarm intelligence algorithm | trajectory planning",NA,NA,NA,"2158107X",NA
